cve_id,published
CVE-1999-0494,1998-07-01T04:00:00.000
CVE-1999-1202,1998-07-03T04:00:00.000
CVE-1999-1409,1998-07-03T04:00:00.000
CVE-1999-1574,1998-07-06T04:00:00.000
CVE-1999-1437,1998-07-07T04:00:00.000
CVE-1999-1436,1998-07-08T04:00:00.000
CVE-1999-0102,1998-07-09T04:00:00.000
CVE-1999-1435,1998-07-10T04:00:00.000
CVE-1999-1270,1998-07-11T04:00:00.000
CVE-1999-1434,1998-07-13T04:00:00.000
CVE-1999-0006,1998-07-14T04:00:00.000
CVE-1999-0213,1998-07-15T04:00:00.000
CVE-1999-1297,1998-07-15T04:00:00.000
CVE-1999-1433,1998-07-15T04:00:00.000
CVE-1999-1582,1998-07-15T04:00:00.000
CVE-1999-0263,1998-07-16T04:00:00.000
CVE-1999-1149,1998-07-16T04:00:00.000
CVE-1999-1432,1998-07-16T04:00:00.000
CVE-1999-1558,1998-07-16T04:00:00.000
CVE-1999-0005,1998-07-20T04:00:00.000
CVE-1999-1200,1998-07-20T04:00:00.000
CVE-1999-1420,1998-07-20T04:00:00.000
CVE-1999-1421,1998-07-20T04:00:00.000
CVE-1999-1070,1998-07-25T04:00:00.000
CVE-1999-0941,1998-07-28T04:00:00.000
CVE-1999-1447,1998-07-28T04:00:00.000
CVE-1999-1406,1998-07-29T04:00:00.000
CVE-1999-1448,1998-07-29T04:00:00.000
CVE-1999-1136,1998-07-30T04:00:00.000
CVE-1999-0269,1998-08-01T04:00:00.000
CVE-1999-0288,1998-08-01T04:00:00.000
CVE-1999-0333,1998-08-01T04:00:00.000
CVE-1999-0339,1998-08-01T04:00:00.000
CVE-1999-0344,1998-08-01T04:00:00.000
CVE-1999-0516,1998-08-01T04:00:00.000
CVE-1999-0062,1998-08-03T04:00:00.000
CVE-1999-0262,1998-08-04T04:00:00.000
CVE-1999-1199,1998-08-07T04:00:00.000
CVE-1999-0159,1998-08-12T04:00:00.000
CVE-1999-1283,1998-08-14T04:00:00.000
CVE-1999-0157,1998-08-18T04:00:00.000
CVE-1999-1416,1998-08-23T04:00:00.000
CVE-1999-1417,1998-08-23T04:00:00.000
CVE-1999-1041,1998-08-27T04:00:00.000
CVE-1999-0065,1998-08-31T04:00:00.000
CVE-1999-0158,1998-08-31T04:00:00.000
CVE-1999-0162,1998-09-01T04:00:00.000
CVE-1999-0302,1998-09-01T04:00:00.000
CVE-1999-0310,1998-09-01T04:00:00.000
CVE-1999-0792,1998-09-01T04:00:00.000
CVE-1999-1292,1998-09-01T04:00:00.000
CVE-1999-0779,1998-09-03T04:00:00.000
CVE-1999-0930,1998-09-03T04:00:00.000
CVE-1999-0871,1998-09-04T04:00:00.000
CVE-1999-1048,1998-09-05T04:00:00.000
CVE-1999-0056,1998-09-09T04:00:00.000
CVE-1999-0897,1998-09-09T04:00:00.000
CVE-1999-1020,1998-09-18T04:00:00.000
CVE-1999-1265,1998-09-22T04:00:00.000
CVE-1999-1054,1998-09-25T04:00:00.000
CVE-1999-1228,1998-09-27T04:00:00.000
CVE-1999-0969,1998-09-29T04:00:00.000
CVE-1999-1181,1998-09-29T04:00:00.000
CVE-1999-0186,1998-10-01T04:00:00.000
CVE-1999-0505,1998-10-01T04:00:00.000
CVE-1999-0506,1998-10-01T04:00:00.000
CVE-1999-0546,1998-10-01T04:00:00.000
CVE-1999-0870,1998-10-01T04:00:00.000
CVE-1999-0343,1998-10-02T04:00:00.000
CVE-1999-1403,1998-10-02T04:00:00.000
CVE-1999-1404,1998-10-02T04:00:00.000
CVE-1999-1291,1998-10-05T04:00:00.000
CVE-1999-1185,1998-10-06T04:00:00.000
CVE-1999-1381,1998-10-08T04:00:00.000
CVE-1999-0002,1998-10-12T04:00:00.000
CVE-1999-0053,1998-10-13T04:00:00.000
CVE-1999-0088,1998-10-26T05:00:00.000
CVE-1999-0215,1998-10-26T05:00:00.000
CVE-1999-0118,1998-11-01T05:00:00.000
CVE-1999-0254,1998-11-02T05:00:00.000
CVE-1999-1459,1998-11-02T05:00:00.000
CVE-1999-0052,1998-11-04T05:00:00.000
CVE-1999-1284,1998-11-05T05:00:00.000
CVE-1999-1321,1998-11-05T05:00:00.000
CVE-1999-1153,1998-11-09T05:00:00.000
CVE-1999-1154,1998-11-09T05:00:00.000
CVE-1999-1155,1998-11-09T05:00:00.000
CVE-1999-1289,1998-11-11T05:00:00.000
CVE-1999-1025,1998-11-12T05:00:00.000
CVE-1999-1322,1998-11-12T05:00:00.000
CVE-1999-0057,1998-11-16T05:00:00.000
CVE-1999-0780,1998-11-18T05:00:00.000
CVE-1999-0781,1998-11-18T05:00:00.000
CVE-1999-0782,1998-11-18T05:00:00.000
CVE-1999-1107,1998-11-18T05:00:00.000
CVE-1999-1108,1998-11-18T05:00:00.000
CVE-1999-1288,1998-11-19T05:00:00.000
CVE-1999-1411,1998-11-26T05:00:00.000
CVE-1999-1071,1998-11-30T05:00:00.000
CVE-1999-1072,1998-11-30T05:00:00.000
CVE-1999-1073,1998-11-30T05:00:00.000
CVE-1999-0321,1998-12-01T05:00:00.000
CVE-1999-0332,1998-12-01T05:00:00.000
CVE-1999-0342,1998-12-01T05:00:00.000
CVE-1999-0385,1998-12-01T05:00:00.000
CVE-1999-0463,1998-12-01T05:00:00.000
CVE-1999-0478,1998-12-01T05:00:00.000
CVE-1999-0869,1998-12-01T05:00:00.000
CVE-1999-0836,1998-12-02T05:00:00.000
CVE-1999-0936,1998-12-03T05:00:00.000
CVE-1999-0937,1998-12-03T05:00:00.000
CVE-1999-1280,1998-12-03T05:00:00.000
CVE-1999-0798,1998-12-04T05:00:00.000
CVE-1999-1147,1998-12-04T05:00:00.000
CVE-1999-1276,1998-12-07T05:00:00.000
CVE-1999-1282,1998-12-10T05:00:00.000
CVE-1999-0139,1998-12-12T05:00:00.000
CVE-1999-0188,1998-12-17T05:00:00.000
CVE-1999-1173,1998-12-18T05:00:00.000
CVE-1999-1277,1998-12-24T05:00:00.000
CVE-1999-1278,1998-12-25T05:00:00.000
CVE-1999-0968,1998-12-26T05:00:00.000
CVE-1999-1281,1998-12-26T05:00:00.000
CVE-1999-1188,1998-12-27T05:00:00.000
CVE-1999-1285,1998-12-27T05:00:00.000
CVE-1999-1159,1998-12-29T05:00:00.000
CVE-1999-0020,1999-01-01T05:00:00.000
CVE-1999-0110,1999-01-01T05:00:00.000
CVE-1999-0187,1999-01-01T05:00:00.000
CVE-1999-0197,1999-01-01T05:00:00.000
CVE-1999-0198,1999-01-01T05:00:00.000
CVE-1999-0200,1999-01-01T05:00:00.000
CVE-1999-0205,1999-01-01T05:00:00.000
CVE-1999-0220,1999-01-01T05:00:00.000
CVE-1999-0226,1999-01-01T05:00:00.000
CVE-1999-0231,1999-01-01T05:00:00.000
CVE-1999-0240,1999-01-01T05:00:00.000
CVE-1999-0243,1999-01-01T05:00:00.000
CVE-1999-0248,1999-01-01T05:00:00.000
CVE-1999-0255,1999-01-01T05:00:00.000
CVE-1999-0268,1999-01-01T05:00:00.000
CVE-1999-0276,1999-01-01T05:00:00.000
CVE-1999-0283,1999-01-01T05:00:00.000
CVE-1999-0285,1999-01-01T05:00:00.000
CVE-1999-0286,1999-01-01T05:00:00.000
CVE-1999-0355,1999-01-01T05:00:00.000
CVE-1999-0361,1999-01-01T05:00:00.000
CVE-1999-0364,1999-01-01T05:00:00.000
CVE-1999-0384,1999-01-01T05:00:00.000
CVE-1999-0388,1999-01-01T05:00:00.000
CVE-1999-0393,1999-01-01T05:00:00.000
CVE-1999-0394,1999-01-01T05:00:00.000
CVE-1999-0395,1999-01-01T05:00:00.000
CVE-1999-0397,1999-01-01T05:00:00.000
CVE-1999-0398,1999-01-01T05:00:00.000
CVE-1999-0399,1999-01-01T05:00:00.000
CVE-1999-0401,1999-01-01T05:00:00.000
CVE-1999-0448,1999-01-01T05:00:00.000
CVE-1999-0452,1999-01-01T05:00:00.000
CVE-1999-0453,1999-01-01T05:00:00.000
CVE-1999-0454,1999-01-01T05:00:00.000
CVE-1999-0465,1999-01-01T05:00:00.000
CVE-1999-0495,1999-01-01T05:00:00.000
CVE-1999-0497,1999-01-01T05:00:00.000
CVE-1999-0512,1999-01-01T05:00:00.000
CVE-1999-0515,1999-01-01T05:00:00.000
CVE-1999-0520,1999-01-01T05:00:00.000
CVE-1999-0523,1999-01-01T05:00:00.000
CVE-1999-0527,1999-01-01T05:00:00.000
CVE-1999-0528,1999-01-01T05:00:00.000
CVE-1999-0529,1999-01-01T05:00:00.000
CVE-1999-0530,1999-01-01T05:00:00.000
CVE-1999-0531,1999-01-01T05:00:00.000
CVE-1999-0539,1999-01-01T05:00:00.000
CVE-1999-0547,1999-01-01T05:00:00.000
CVE-1999-0548,1999-01-01T05:00:00.000
CVE-1999-0549,1999-01-01T05:00:00.000
CVE-1999-0554,1999-01-01T05:00:00.000
CVE-1999-0555,1999-01-01T05:00:00.000
CVE-1999-0556,1999-01-01T05:00:00.000
CVE-1999-0559,1999-01-01T05:00:00.000
CVE-1999-0560,1999-01-01T05:00:00.000
CVE-1999-0561,1999-01-01T05:00:00.000
CVE-1999-0564,1999-01-01T05:00:00.000
CVE-1999-0565,1999-01-01T05:00:00.000
CVE-1999-0568,1999-01-01T05:00:00.000
CVE-1999-0569,1999-01-01T05:00:00.000
CVE-1999-0570,1999-01-01T05:00:00.000
CVE-1999-0571,1999-01-01T05:00:00.000
CVE-1999-0577,1999-01-01T05:00:00.000
CVE-1999-0578,1999-01-01T05:00:00.000
CVE-1999-0579,1999-01-01T05:00:00.000
CVE-1999-0580,1999-01-01T05:00:00.000
CVE-1999-0581,1999-01-01T05:00:00.000
CVE-1999-0583,1999-01-01T05:00:00.000
CVE-1999-0584,1999-01-01T05:00:00.000
CVE-1999-0586,1999-01-01T05:00:00.000
CVE-1999-0587,1999-01-01T05:00:00.000
CVE-1999-0588,1999-01-01T05:00:00.000
CVE-1999-0589,1999-01-01T05:00:00.000
CVE-1999-0591,1999-01-01T05:00:00.000
CVE-1999-0592,1999-01-01T05:00:00.000
CVE-1999-0593,1999-01-01T05:00:00.000
CVE-1999-0594,1999-01-01T05:00:00.000
CVE-1999-0596,1999-01-01T05:00:00.000
CVE-1999-0597,1999-01-01T05:00:00.000
CVE-1999-0598,1999-01-01T05:00:00.000
CVE-1999-0599,1999-01-01T05:00:00.000
CVE-1999-0600,1999-01-01T05:00:00.000
CVE-1999-0601,1999-01-01T05:00:00.000
CVE-1999-0602,1999-01-01T05:00:00.000
CVE-1999-0603,1999-01-01T05:00:00.000
CVE-1999-0611,1999-01-01T05:00:00.000
CVE-1999-0613,1999-01-01T05:00:00.000
CVE-1999-0614,1999-01-01T05:00:00.000
CVE-1999-0615,1999-01-01T05:00:00.000
CVE-1999-0616,1999-01-01T05:00:00.000
CVE-1999-0617,1999-01-01T05:00:00.000
CVE-1999-0618,1999-01-01T05:00:00.000
CVE-1999-0619,1999-01-01T05:00:00.000
CVE-1999-0620,1999-01-01T05:00:00.000
CVE-1999-0621,1999-01-01T05:00:00.000
CVE-1999-0622,1999-01-01T05:00:00.000
CVE-1999-0623,1999-01-01T05:00:00.000
CVE-1999-0624,1999-01-01T05:00:00.000
CVE-1999-0625,1999-01-01T05:00:00.000
CVE-1999-0629,1999-01-01T05:00:00.000
CVE-1999-0630,1999-01-01T05:00:00.000
CVE-1999-0631,1999-01-01T05:00:00.000
CVE-1999-0632,1999-01-01T05:00:00.000
CVE-1999-0633,1999-01-01T05:00:00.000
CVE-1999-0634,1999-01-01T05:00:00.000
CVE-1999-0635,1999-01-01T05:00:00.000
CVE-1999-0636,1999-01-01T05:00:00.000
CVE-1999-0637,1999-01-01T05:00:00.000
CVE-1999-0638,1999-01-01T05:00:00.000
CVE-1999-0639,1999-01-01T05:00:00.000
CVE-1999-0640,1999-01-01T05:00:00.000
CVE-1999-0641,1999-01-01T05:00:00.000
CVE-1999-0642,1999-01-01T05:00:00.000
CVE-1999-0643,1999-01-01T05:00:00.000
CVE-1999-0644,1999-01-01T05:00:00.000
CVE-1999-0645,1999-01-01T05:00:00.000
CVE-1999-0646,1999-01-01T05:00:00.000
CVE-1999-0647,1999-01-01T05:00:00.000
CVE-1999-0648,1999-01-01T05:00:00.000
CVE-1999-0649,1999-01-01T05:00:00.000
CVE-1999-0650,1999-01-01T05:00:00.000
CVE-1999-0651,1999-01-01T05:00:00.000
CVE-1999-0652,1999-01-01T05:00:00.000
CVE-1999-0653,1999-01-01T05:00:00.000
CVE-1999-0654,1999-01-01T05:00:00.000
CVE-1999-0655,1999-01-01T05:00:00.000
CVE-1999-0656,1999-01-01T05:00:00.000
CVE-1999-0657,1999-01-01T05:00:00.000
CVE-1999-0658,1999-01-01T05:00:00.000
CVE-1999-0659,1999-01-01T05:00:00.000
CVE-1999-0660,1999-01-01T05:00:00.000
CVE-1999-0661,1999-01-01T05:00:00.000
CVE-1999-0662,1999-01-01T05:00:00.000
CVE-1999-0663,1999-01-01T05:00:00.000
CVE-1999-0664,1999-01-01T05:00:00.000
CVE-1999-0665,1999-01-01T05:00:00.000
CVE-1999-0698,1999-01-01T05:00:00.000
CVE-1999-1430,1999-01-01T05:00:00.000
CVE-1999-1440,1999-01-01T05:00:00.000
CVE-1999-1568,1999-01-01T05:00:00.000
CVE-1999-0402,1999-01-02T05:00:00.000
CVE-1999-1170,1999-01-02T05:00:00.000
CVE-1999-1422,1999-01-02T05:00:00.000
CVE-2000-0005,1999-01-02T05:00:00.000
CVE-1999-0389,1999-01-03T05:00:00.000
CVE-1999-0914,1999-01-03T05:00:00.000
CVE-2000-0054,1999-01-03T05:00:00.000
CVE-1999-0390,1999-01-04T05:00:00.000
CVE-1999-0464,1999-01-04T05:00:00.000
CVE-1999-0391,1999-01-05T05:00:00.000
CVE-1999-0458,1999-01-06T05:00:00.000
CVE-1999-1268,1999-01-06T05:00:00.000
CVE-1999-0442,1999-01-07T05:00:00.000
CVE-1999-0392,1999-01-10T05:00:00.000
CVE-1999-0063,1999-01-11T05:00:00.000
CVE-1999-1172,1999-01-14T05:00:00.000
CVE-1999-1376,1999-01-14T05:00:00.000
CVE-1999-1538,1999-01-14T05:00:00.000
CVE-1999-0457,1999-01-17T05:00:00.000
CVE-1999-0678,1999-01-17T05:00:00.000
CVE-1999-0119,1999-01-19T05:00:00.000
CVE-1999-0451,1999-01-19T05:00:00.000
CVE-1999-0121,1999-01-21T05:00:00.000
CVE-1999-1264,1999-01-21T05:00:00.000
CVE-1999-1544,1999-01-24T05:00:00.000
CVE-1999-0352,1999-01-25T05:00:00.000
CVE-1999-0356,1999-01-25T05:00:00.000
CVE-1999-0357,1999-01-25T05:00:00.000
CVE-1999-1458,1999-01-25T05:00:00.000
CVE-1999-0347,1999-01-26T05:00:00.000
CVE-1999-0400,1999-01-26T05:00:00.000
CVE-1999-0449,1999-01-26T05:00:00.000
CVE-1999-0450,1999-01-26T05:00:00.000
CVE-1999-0348,1999-01-27T05:00:00.000
CVE-1999-0349,1999-01-27T05:00:00.000
CVE-1999-1450,1999-01-27T05:00:00.000
CVE-1999-0461,1999-01-28T05:00:00.000
CVE-1999-0952,1999-01-28T05:00:00.000
CVE-1999-1546,1999-01-29T05:00:00.000
CVE-2000-0370,1999-01-29T05:00:00.000
CVE-1999-0360,1999-01-30T05:00:00.000
CVE-1999-0291,1999-02-01T05:00:00.000
CVE-1999-0351,1999-02-01T05:00:00.000
CVE-1999-0358,1999-02-01T05:00:00.000
CVE-1999-0373,1999-02-01T05:00:00.000
CVE-1999-0403,1999-02-01T05:00:00.000
CVE-1999-0459,1999-02-01T05:00:00.000
CVE-1999-0362,1999-02-02T05:00:00.000
CVE-1999-0363,1999-02-02T05:00:00.000
CVE-1999-0383,1999-02-02T05:00:00.000
CVE-1999-1171,1999-02-02T05:00:00.000
CVE-1999-1453,1999-02-02T05:00:00.000
CVE-1999-0365,1999-02-04T05:00:00.000
CVE-1999-1169,1999-02-04T05:00:00.000
CVE-1999-1201,1999-02-06T05:00:00.000
CVE-1999-0350,1999-02-08T05:00:00.000
CVE-1999-0366,1999-02-08T05:00:00.000
CVE-1999-0367,1999-02-09T05:00:00.000
CVE-1999-0368,1999-02-09T05:00:00.000
CVE-1999-0407,1999-02-09T05:00:00.000
CVE-1999-0353,1999-02-10T05:00:00.000
CVE-1999-0370,1999-02-10T05:00:00.000
CVE-1999-0371,1999-02-11T05:00:00.000
CVE-1999-1375,1999-02-11T05:00:00.000
CVE-1999-0372,1999-02-12T05:00:00.000
CVE-1999-1203,1999-02-12T05:00:00.000
CVE-1999-0404,1999-02-14T05:00:00.000
CVE-1999-0714,1999-02-15T05:00:00.000
CVE-1999-1260,1999-02-15T05:00:00.000
CVE-1999-0374,1999-02-16T05:00:00.000
CVE-1999-0375,1999-02-16T05:00:00.000
CVE-1999-1180,1999-02-16T05:00:00.000
CVE-1999-0396,1999-02-17T05:00:00.000
CVE-1999-1060,1999-02-17T05:00:00.000
CVE-1999-1405,1999-02-17T05:00:00.000
CVE-1999-0405,1999-02-18T05:00:00.000
CVE-1999-1495,1999-02-18T05:00:00.000
CVE-2000-0367,1999-02-18T05:00:00.000
CVE-1999-0406,1999-02-19T05:00:00.000
CVE-1999-0412,1999-02-19T05:00:00.000
CVE-1999-0460,1999-02-19T05:00:00.000
CVE-1999-0485,1999-02-19T05:00:00.000
CVE-1999-1101,1999-02-19T05:00:00.000
CVE-1999-1255,1999-02-19T05:00:00.000
CVE-1999-1372,1999-02-19T05:00:00.000
CVE-1999-1482,1999-02-19T05:00:00.000
CVE-1999-0376,1999-02-20T05:00:00.000
CVE-1999-1168,1999-02-20T05:00:00.000
CVE-1999-1049,1999-02-21T05:00:00.000
CVE-1999-0377,1999-02-22T05:00:00.000
CVE-1999-0378,1999-02-22T05:00:00.000
CVE-1999-0379,1999-02-22T05:00:00.000
CVE-1999-0441,1999-02-22T05:00:00.000
CVE-1999-0484,1999-02-23T05:00:00.000
CVE-1999-1247,1999-02-24T05:00:00.000
CVE-1999-0380,1999-02-25T05:00:00.000
CVE-1999-0408,1999-02-25T05:00:00.000
CVE-1999-0483,1999-02-25T05:00:00.000
CVE-1999-0381,1999-02-26T05:00:00.000
CVE-1999-0221,1999-03-01T05:00:00.000
CVE-1999-0222,1999-03-01T05:00:00.000
CVE-1999-0223,1999-03-01T05:00:00.000
CVE-1999-0261,1999-03-01T05:00:00.000
CVE-1999-0386,1999-03-01T05:00:00.000
CVE-1999-0413,1999-03-01T05:00:00.000
CVE-1999-0414,1999-03-01T05:00:00.000
CVE-1999-0419,1999-03-01T05:00:00.000
CVE-1999-0426,1999-03-01T05:00:00.000
CVE-1999-0429,1999-03-01T05:00:00.000
CVE-1999-0430,1999-03-01T05:00:00.000
CVE-1999-0431,1999-03-01T05:00:00.000
CVE-1999-0432,1999-03-01T05:00:00.000
CVE-1999-0435,1999-03-01T05:00:00.000
CVE-1999-0436,1999-03-01T05:00:00.000
CVE-1999-0437,1999-03-01T05:00:00.000
CVE-1999-0438,1999-03-01T05:00:00.000
CVE-1999-0440,1999-03-01T05:00:00.000
CVE-1999-0476,1999-03-01T05:00:00.000
CVE-1999-0479,1999-03-01T05:00:00.000
CVE-1999-1046,1999-03-01T05:00:00.000
CVE-2000-0371,1999-03-01T05:00:00.000
CVE-1999-1551,1999-03-02T05:00:00.000
CVE-1999-0409,1999-03-04T05:00:00.000
CVE-1999-1256,1999-03-04T05:00:00.000
CVE-2000-0019,1999-03-04T05:00:00.000
CVE-1999-0410,1999-03-05T05:00:00.000
CVE-1999-0411,1999-03-07T05:00:00.000
CVE-1999-0418,1999-03-08T05:00:00.000
CVE-1999-1254,1999-03-08T05:00:00.000
CVE-1999-1371,1999-03-08T05:00:00.000
CVE-1999-1567,1999-03-08T05:00:00.000
CVE-1999-0417,1999-03-09T05:00:00.000
CVE-1999-0415,1999-03-11T05:00:00.000
CVE-1999-0416,1999-03-11T05:00:00.000
CVE-1999-1526,1999-03-11T05:00:00.000
CVE-1999-0382,1999-03-12T05:00:00.000
CVE-1999-0420,1999-03-17T05:00:00.000
CVE-1999-0421,1999-03-17T05:00:00.000
CVE-1999-0422,1999-03-17T05:00:00.000
CVE-1999-0462,1999-03-17T05:00:00.000
CVE-1999-0424,1999-03-18T05:00:00.000
CVE-1999-0425,1999-03-18T05:00:00.000
CVE-1999-0433,1999-03-21T05:00:00.000
CVE-1999-0482,1999-03-21T05:00:00.000
CVE-1999-0428,1999-03-22T05:00:00.000
CVE-1999-0481,1999-03-22T05:00:00.000
CVE-1999-1370,1999-03-23T05:00:00.000
CVE-1999-1397,1999-03-23T05:00:00.000
CVE-2000-0153,1999-03-26T05:00:00.000
CVE-1999-0434,1999-03-30T05:00:00.000
CVE-1999-1559,1999-03-31T05:00:00.000
CVE-1999-0443,1999-04-01T05:00:00.000
CVE-1999-0445,1999-04-01T05:00:00.000
CVE-1999-0447,1999-04-01T05:00:00.000
CVE-1999-0467,1999-04-01T05:00:00.000
CVE-1999-0469,1999-04-01T05:00:00.000
CVE-1999-0480,1999-04-01T05:00:00.000
CVE-1999-0605,1999-04-01T05:00:00.000
CVE-1999-0606,1999-04-01T05:00:00.000
CVE-1999-0608,1999-04-01T05:00:00.000
CVE-1999-0609,1999-04-01T05:00:00.000
CVE-1999-0610,1999-04-01T05:00:00.000
CVE-1999-0921,1999-04-01T05:00:00.000
CVE-1999-0439,1999-04-05T04:00:00.000
CVE-1999-0474,1999-04-05T04:00:00.000
CVE-1999-0475,1999-04-05T04:00:00.000
CVE-1999-1245,1999-04-06T04:00:00.000
CVE-1999-0472,1999-04-07T04:00:00.000
CVE-1999-0473,1999-04-07T04:00:00.000
CVE-1999-1196,1999-04-07T04:00:00.000
CVE-1999-0287,1999-04-09T04:00:00.000
CVE-1999-0468,1999-04-09T04:00:00.000
CVE-1999-0470,1999-04-09T04:00:00.000
CVE-1999-0471,1999-04-09T04:00:00.000
CVE-1999-0801,1999-04-09T04:00:00.000
CVE-1999-1323,1999-04-09T04:00:00.000
CVE-1999-0444,1999-04-12T04:00:00.000
CVE-1999-0446,1999-04-12T04:00:00.000
CVE-1999-1369,1999-04-14T04:00:00.000
CVE-1999-1244,1999-04-15T04:00:00.000
CVE-1999-0684,1999-04-19T04:00:00.000
CVE-1999-0491,1999-04-20T04:00:00.000
CVE-1999-0604,1999-04-20T04:00:00.000
CVE-1999-0607,1999-04-20T04:00:00.000
CVE-1999-0466,1999-04-21T04:00:00.000
CVE-1999-0488,1999-04-21T04:00:00.000
CVE-1999-0490,1999-04-21T04:00:00.000
CVE-1999-0492,1999-04-23T04:00:00.000
CVE-1999-0712,1999-04-27T04:00:00.000
CVE-1999-0711,1999-04-29T04:00:00.000
CVE-1999-0194,1999-05-01T04:00:00.000
CVE-1999-0487,1999-05-01T04:00:00.000
CVE-1999-0763,1999-05-01T04:00:00.000
CVE-1999-0764,1999-05-01T04:00:00.000
CVE-1999-0807,1999-05-01T04:00:00.000
CVE-1999-1418,1999-05-01T04:00:00.000
CVE-1999-1553,1999-05-01T04:00:00.000
CVE-2000-0412,1999-05-01T04:00:00.000
CVE-1999-1012,1999-05-04T04:00:00.000
CVE-1999-1097,1999-05-04T04:00:00.000
CVE-1999-1195,1999-05-05T04:00:00.000
CVE-1999-1079,1999-05-06T04:00:00.000
CVE-1999-1241,1999-05-06T04:00:00.000
CVE-1999-1367,1999-05-06T04:00:00.000
CVE-1999-0686,1999-05-07T04:00:00.000
CVE-1999-0717,1999-05-07T04:00:00.000
CVE-1999-0736,1999-05-07T04:00:00.000
CVE-1999-0737,1999-05-07T04:00:00.000
CVE-1999-0738,1999-05-07T04:00:00.000
CVE-1999-0739,1999-05-07T04:00:00.000
CVE-1999-1566,1999-05-08T04:00:00.000
CVE-1999-0806,1999-05-10T04:00:00.000
CVE-1999-0754,1999-05-11T04:00:00.000
CVE-1999-0773,1999-05-11T04:00:00.000
CVE-1999-0785,1999-05-11T04:00:00.000
CVE-1999-1033,1999-05-11T04:00:00.000
CVE-1999-1520,1999-05-11T04:00:00.000
CVE-1999-0229,1999-05-12T04:00:00.000
CVE-1999-0776,1999-05-12T04:00:00.000
CVE-1999-1368,1999-05-12T04:00:00.000
CVE-1999-1029,1999-05-13T04:00:00.000
CVE-1999-1366,1999-05-15T04:00:00.000
CVE-1999-0489,1999-05-17T04:00:00.000
CVE-1999-0716,1999-05-17T04:00:00.000
CVE-1999-1156,1999-05-17T04:00:00.000
CVE-1999-1510,1999-05-17T04:00:00.000
CVE-1999-0765,1999-05-19T04:00:00.000
CVE-1999-1030,1999-05-19T04:00:00.000
CVE-1999-1031,1999-05-19T04:00:00.000
CVE-1999-0715,1999-05-20T04:00:00.000
CVE-1999-1393,1999-05-21T04:00:00.000
CVE-1999-0928,1999-05-23T04:00:00.000
CVE-1999-0762,1999-05-24T04:00:00.000
CVE-1999-0803,1999-05-25T04:00:00.000
CVE-1999-1414,1999-05-25T04:00:00.000
CVE-1999-0771,1999-05-26T04:00:00.000
CVE-1999-0920,1999-05-26T04:00:00.000
CVE-1999-0927,1999-05-26T04:00:00.000
CVE-1999-0755,1999-05-27T04:00:00.000
CVE-1999-0802,1999-05-27T04:00:00.000
CVE-1999-0917,1999-05-27T04:00:00.000
CVE-1999-1028,1999-05-28T04:00:00.000
CVE-1999-1485,1999-05-31T04:00:00.000
CVE-2000-0333,1999-05-31T04:00:00.000
CVE-1999-0772,1999-06-01T04:00:00.000
CVE-1999-0804,1999-06-01T04:00:00.000
CVE-1999-1063,1999-06-01T04:00:00.000
CVE-2000-0364,1999-06-01T04:00:00.000
CVE-2000-0365,1999-06-01T04:00:00.000
CVE-2000-0373,1999-06-01T04:00:00.000
CVE-2000-0481,1999-06-01T04:00:00.000
CVE-1999-1400,1999-06-03T04:00:00.000
CVE-1999-1412,1999-06-03T04:00:00.000
CVE-1999-0970,1999-06-05T04:00:00.000
CVE-1999-1237,1999-06-06T04:00:00.000
CVE-1999-0493,1999-06-07T04:00:00.000
CVE-1999-1496,1999-06-08T04:00:00.000
CVE-1999-1231,1999-06-09T04:00:00.000
CVE-2000-0118,1999-06-09T04:00:00.000
CVE-1999-0775,1999-06-10T04:00:00.000
CVE-1999-1023,1999-06-10T04:00:00.000
CVE-1999-0713,1999-06-11T04:00:00.000
CVE-1999-0730,1999-06-12T04:00:00.000
CVE-1999-0874,1999-06-16T04:00:00.000
CVE-1999-0929,1999-06-16T04:00:00.000
CVE-1999-0742,1999-06-22T04:00:00.000
CVE-1999-0723,1999-06-23T04:00:00.000
CVE-1999-0731,1999-06-23T04:00:00.000
CVE-1999-1019,1999-06-23T04:00:00.000
CVE-1999-0748,1999-06-24T04:00:00.000
CVE-1999-1470,1999-06-24T04:00:00.000
CVE-1999-0778,1999-06-25T04:00:00.000
CVE-1999-1164,1999-06-25T04:00:00.000
CVE-1999-0733,1999-06-26T04:00:00.000
CVE-1999-0938,1999-06-28T04:00:00.000
CVE-1999-1365,1999-06-28T04:00:00.000
CVE-2000-0353,1999-06-28T04:00:00.000
CVE-1999-0916,1999-06-29T04:00:00.000
CVE-1999-0140,1999-06-30T04:00:00.000
CVE-1999-0726,1999-06-30T04:00:00.000
CVE-1999-1348,1999-06-30T04:00:00.000
CVE-1999-0688,1999-07-01T04:00:00.000
CVE-1999-0690,1999-07-01T04:00:00.000
CVE-1999-0696,1999-07-01T04:00:00.000
CVE-1999-0707,1999-07-01T04:00:00.000
CVE-1999-0889,1999-07-01T04:00:00.000
CVE-1999-1394,1999-07-02T04:00:00.000
CVE-1999-0918,1999-07-03T04:00:00.000
CVE-1999-0728,1999-07-06T04:00:00.000
CVE-1999-0752,1999-07-06T04:00:00.000
CVE-1999-1478,1999-07-06T04:00:00.000
CVE-1999-1537,1999-07-07T04:00:00.000
