cve_id,published
CVE-1999-0809,1999-07-09T04:00:00.000
CVE-1999-1543,1999-07-10T04:00:00.000
CVE-1999-1166,1999-07-11T04:00:00.000
CVE-1999-1460,1999-07-13T04:00:00.000
CVE-1999-1545,1999-07-14T04:00:00.000
CVE-1999-1086,1999-07-15T04:00:00.000
CVE-1999-1518,1999-07-15T04:00:00.000
CVE-1999-0692,1999-07-19T04:00:00.000
CVE-1999-1011,1999-07-19T04:00:00.000
CVE-1999-1378,1999-07-19T04:00:00.000
CVE-1999-0721,1999-07-20T04:00:00.000
CVE-1999-1535,1999-07-20T04:00:00.000
CVE-1999-1560,1999-07-20T04:00:00.000
CVE-1999-0810,1999-07-21T04:00:00.000
CVE-1999-0811,1999-07-21T04:00:00.000
CVE-1999-1165,1999-07-21T04:00:00.000
CVE-1999-1338,1999-07-21T04:00:00.000
CVE-1999-0224,1999-07-23T04:00:00.000
CVE-1999-0710,1999-07-25T04:00:00.000
CVE-1999-1018,1999-07-27T04:00:00.000
CVE-1999-1017,1999-07-28T04:00:00.000
CVE-2000-0323,1999-07-28T04:00:00.000
CVE-1999-0700,1999-07-29T04:00:00.000
CVE-1999-0770,1999-07-29T04:00:00.000
CVE-1999-1078,1999-07-29T04:00:00.000
CVE-1999-0683,1999-07-30T04:00:00.000
CVE-1999-1130,1999-07-30T04:00:00.000
CVE-1999-1227,1999-07-30T04:00:00.000
CVE-1999-1536,1999-07-30T04:00:00.000
CVE-1999-0672,1999-08-01T04:00:00.000
CVE-1999-1337,1999-08-01T04:00:00.000
CVE-1999-0671,1999-08-03T04:00:00.000
CVE-1999-0677,1999-08-03T04:00:00.000
CVE-1999-0703,1999-08-03T04:00:00.000
CVE-1999-0719,1999-08-05T04:00:00.000
CVE-1999-0913,1999-08-05T04:00:00.000
CVE-1999-0682,1999-08-06T04:00:00.000
CVE-1999-0727,1999-08-06T04:00:00.000
CVE-1999-1524,1999-08-07T04:00:00.000
CVE-1999-0673,1999-08-08T04:00:00.000
CVE-1999-0722,1999-08-08T04:00:00.000
CVE-1999-0674,1999-08-09T04:00:00.000
CVE-1999-0675,1999-08-09T04:00:00.000
CVE-1999-0676,1999-08-09T04:00:00.000
CVE-1999-0680,1999-08-09T04:00:00.000
CVE-1999-0813,1999-08-10T04:00:00.000
CVE-1999-0694,1999-08-11T04:00:00.000
CVE-1999-0814,1999-08-11T04:00:00.000
CVE-1999-0861,1999-08-11T04:00:00.000
CVE-1999-0867,1999-08-11T04:00:00.000
CVE-1999-0875,1999-08-11T04:00:00.000
CVE-1999-0724,1999-08-12T04:00:00.000
CVE-1999-1336,1999-08-12T04:00:00.000
CVE-1999-0679,1999-08-13T04:00:00.000
CVE-1999-0746,1999-08-16T04:00:00.000
CVE-1999-0749,1999-08-16T04:00:00.000
CVE-1999-0888,1999-08-16T04:00:00.000
CVE-1999-0753,1999-08-17T04:00:00.000
CVE-1999-0745,1999-08-18T04:00:00.000
CVE-1999-0747,1999-08-18T04:00:00.000
CVE-1999-0725,1999-08-19T04:00:00.000
CVE-1999-0732,1999-08-19T04:00:00.000
CVE-1999-0734,1999-08-19T04:00:00.000
CVE-1999-0740,1999-08-19T04:00:00.000
CVE-1999-0741,1999-08-19T04:00:00.000
CVE-1999-0743,1999-08-20T04:00:00.000
CVE-1999-1561,1999-08-20T04:00:00.000
CVE-1999-1565,1999-08-20T04:00:00.000
CVE-2000-0325,1999-08-20T04:00:00.000
CVE-2000-1206,1999-08-20T04:00:00.000
CVE-1999-0668,1999-08-21T04:00:00.000
CVE-2000-0355,1999-08-21T04:00:00.000
CVE-1999-0878,1999-08-22T04:00:00.000
CVE-1999-1064,1999-08-22T04:00:00.000
CVE-2000-0374,1999-08-22T04:00:00.000
CVE-1999-0720,1999-08-23T04:00:00.000
CVE-1999-1052,1999-08-24T04:00:00.000
CVE-2000-0328,1999-08-24T04:00:00.000
CVE-1999-0768,1999-08-25T04:00:00.000
CVE-1999-0769,1999-08-25T04:00:00.000
CVE-1999-0872,1999-08-25T04:00:00.000
CVE-1999-1235,1999-08-25T04:00:00.000
CVE-1999-0939,1999-08-26T04:00:00.000
CVE-1999-0911,1999-08-27T04:00:00.000
CVE-1999-1016,1999-08-27T04:00:00.000
CVE-1999-1354,1999-08-30T04:00:00.000
CVE-1999-1513,1999-08-30T04:00:00.000
CVE-1999-0774,1999-08-31T04:00:00.000
CVE-1999-1515,1999-08-31T04:00:00.000
CVE-1999-0669,1999-09-01T04:00:00.000
CVE-1999-0670,1999-09-01T04:00:00.000
CVE-1999-0705,1999-09-01T04:00:00.000
CVE-1999-0891,1999-09-01T04:00:00.000
CVE-1999-1129,1999-09-01T04:00:00.000
CVE-1999-0685,1999-09-02T04:00:00.000
CVE-1999-1356,1999-09-02T04:00:00.000
CVE-1999-1516,1999-09-02T04:00:00.000
CVE-1999-1564,1999-09-02T04:00:00.000
CVE-1999-0925,1999-09-03T04:00:00.000
CVE-1999-0926,1999-09-03T04:00:00.000
CVE-1999-1562,1999-09-05T04:00:00.000
CVE-2000-0489,1999-09-05T04:00:00.000
CVE-1999-1353,1999-09-07T04:00:00.000
CVE-1999-0767,1999-09-08T04:00:00.000
CVE-1999-0697,1999-09-09T04:00:00.000
CVE-1999-1377,1999-09-09T04:00:00.000
CVE-1999-0702,1999-09-10T04:00:00.000
CVE-1999-0910,1999-09-10T04:00:00.000
CVE-1999-1575,1999-09-10T04:00:00.000
CVE-1999-1521,1999-09-12T04:00:00.000
CVE-1999-0687,1999-09-13T04:00:00.000
CVE-1999-0689,1999-09-13T04:00:00.000
CVE-1999-0691,1999-09-13T04:00:00.000
CVE-1999-0750,1999-09-13T04:00:00.000
CVE-1999-0751,1999-09-13T04:00:00.000
CVE-1999-0759,1999-09-13T04:00:00.000
CVE-1999-1014,1999-09-13T04:00:00.000
CVE-1999-1053,1999-09-13T04:00:00.000
CVE-1999-0817,1999-09-15T04:00:00.000
CVE-1999-0704,1999-09-16T04:00:00.000
CVE-1999-0890,1999-09-16T04:00:00.000
CVE-1999-0907,1999-09-16T04:00:00.000
CVE-1999-0953,1999-09-16T04:00:00.000
CVE-1999-0954,1999-09-16T04:00:00.000
CVE-1999-0787,1999-09-17T04:00:00.000
CVE-1999-0886,1999-09-17T04:00:00.000
CVE-1999-0909,1999-09-20T04:00:00.000
CVE-1999-0708,1999-09-21T04:00:00.000
CVE-1999-0786,1999-09-22T04:00:00.000
CVE-1999-0912,1999-09-22T04:00:00.000
CVE-1999-0777,1999-09-23T04:00:00.000
CVE-1999-0906,1999-09-23T04:00:00.000
CVE-1999-0908,1999-09-23T04:00:00.000
CVE-1999-1013,1999-09-23T04:00:00.000
CVE-1999-1477,1999-09-23T04:00:00.000
CVE-1999-1534,1999-09-23T04:00:00.000
CVE-1999-1351,1999-09-24T04:00:00.000
CVE-1999-1484,1999-09-24T04:00:00.000
CVE-1999-1578,1999-09-24T04:00:00.000
CVE-1999-0788,1999-09-26T04:00:00.000
CVE-1999-0940,1999-09-27T04:00:00.000
CVE-1999-1576,1999-09-27T04:00:00.000
CVE-1999-0789,1999-09-28T04:00:00.000
CVE-1999-1352,1999-09-28T04:00:00.000
CVE-1999-1350,1999-09-29T04:00:00.000
CVE-1999-0931,1999-09-30T04:00:00.000
CVE-1999-0932,1999-09-30T04:00:00.000
CVE-1999-1469,1999-09-30T04:00:00.000
CVE-1999-1583,1999-09-30T04:00:00.000
CVE-1999-0794,1999-10-01T04:00:00.000
CVE-1999-0877,1999-10-01T04:00:00.000
CVE-1999-0879,1999-10-01T04:00:00.000
CVE-1999-0880,1999-10-01T04:00:00.000
CVE-1999-0933,1999-10-01T04:00:00.000
CVE-1999-1236,1999-10-01T04:00:00.000
CVE-1999-1500,1999-10-01T04:00:00.000
CVE-2000-0016,1999-10-01T04:00:00.000
CVE-2000-0047,1999-10-01T04:00:00.000
CVE-1999-0942,1999-10-04T04:00:00.000
CVE-1999-1454,1999-10-04T04:00:00.000
CVE-1999-1523,1999-10-04T04:00:00.000
CVE-1999-1540,1999-10-04T04:00:00.000
CVE-1999-1541,1999-10-04T04:00:00.000
CVE-1999-1542,1999-10-04T04:00:00.000
CVE-1999-1344,1999-10-05T04:00:00.000
CVE-1999-1345,1999-10-05T04:00:00.000
CVE-1999-1357,1999-10-05T04:00:00.000
CVE-1999-0791,1999-10-06T04:00:00.000
CVE-1999-1349,1999-10-06T04:00:00.000
CVE-1999-1346,1999-10-07T04:00:00.000
CVE-1999-1347,1999-10-07T04:00:00.000
CVE-1999-1522,1999-10-07T04:00:00.000
CVE-1999-1082,1999-10-08T04:00:00.000
CVE-1999-1083,1999-10-08T04:00:00.000
CVE-2000-0369,1999-10-08T04:00:00.000
CVE-1999-0893,1999-10-11T04:00:00.000
CVE-1999-1343,1999-10-13T04:00:00.000
CVE-2000-0356,1999-10-13T04:00:00.000
CVE-1999-0943,1999-10-15T04:00:00.000
CVE-1999-1342,1999-10-17T04:00:00.000
CVE-1999-1047,1999-10-18T04:00:00.000
CVE-1999-0895,1999-10-20T04:00:00.000
CVE-1999-0766,1999-10-21T04:00:00.000
CVE-1999-0905,1999-10-21T04:00:00.000
CVE-2000-0327,1999-10-21T04:00:00.000
CVE-1999-0951,1999-10-22T04:00:00.000
CVE-1999-1341,1999-10-22T04:00:00.000
CVE-2000-0362,1999-10-22T04:00:00.000
CVE-2000-0363,1999-10-22T04:00:00.000
CVE-1999-0900,1999-10-23T04:00:00.000
CVE-1999-0901,1999-10-23T04:00:00.000
CVE-1999-0902,1999-10-23T04:00:00.000
CVE-1999-0944,1999-10-24T04:00:00.000
CVE-1999-0883,1999-10-25T04:00:00.000
CVE-1999-0884,1999-10-25T04:00:00.000
CVE-1999-0881,1999-10-26T04:00:00.000
CVE-1999-0903,1999-10-26T04:00:00.000
CVE-1999-1076,1999-10-26T04:00:00.000
CVE-1999-1234,1999-10-26T04:00:00.000
CVE-1999-0882,1999-10-28T04:00:00.000
CVE-1999-0915,1999-10-28T04:00:00.000
CVE-1999-0950,1999-10-28T04:00:00.000
CVE-1999-1226,1999-10-28T04:00:00.000
CVE-1999-1532,1999-10-29T04:00:00.000
CVE-1999-0873,1999-10-30T04:00:00.000
CVE-1999-1577,1999-10-31T04:00:00.000
CVE-1999-0354,1999-11-01T05:00:00.000
CVE-1999-0827,1999-11-01T05:00:00.000
CVE-1999-0829,1999-11-01T05:00:00.000
CVE-1999-0830,1999-11-01T05:00:00.000
CVE-1999-0854,1999-11-01T05:00:00.000
CVE-1999-1077,1999-11-01T05:00:00.000
CVE-1999-1517,1999-11-01T05:00:00.000
CVE-1999-0946,1999-11-02T05:00:00.000
CVE-1999-0947,1999-11-02T05:00:00.000
CVE-1999-0948,1999-11-02T05:00:00.000
CVE-1999-0949,1999-11-02T05:00:00.000
CVE-1999-1531,1999-11-02T05:00:00.000
CVE-1999-0885,1999-11-03T05:00:00.000
CVE-1999-0904,1999-11-03T05:00:00.000
CVE-1999-0843,1999-11-04T05:00:00.000
CVE-1999-0887,1999-11-04T05:00:00.000
CVE-1999-0896,1999-11-04T05:00:00.000
CVE-1999-0898,1999-11-04T05:00:00.000
CVE-1999-0899,1999-11-04T05:00:00.000
CVE-1999-1065,1999-11-04T05:00:00.000
CVE-1999-1340,1999-11-04T05:00:00.000
CVE-1999-1509,1999-11-04T05:00:00.000
CVE-1999-1571,1999-11-04T05:00:00.000
CVE-1999-1529,1999-11-07T05:00:00.000
CVE-1999-1533,1999-11-07T05:00:00.000
CVE-1999-0821,1999-11-08T05:00:00.000
CVE-1999-0863,1999-11-08T05:00:00.000
CVE-1999-1530,1999-11-08T05:00:00.000
CVE-1999-1550,1999-11-08T05:00:00.000
CVE-2001-0679,1999-11-08T05:00:00.000
CVE-1999-0832,1999-11-09T05:00:00.000
CVE-1999-0983,1999-11-09T05:00:00.000
CVE-1999-0984,1999-11-09T05:00:00.000
CVE-1999-0985,1999-11-09T05:00:00.000
CVE-1999-1111,1999-11-09T05:00:00.000
CVE-1999-1112,1999-11-09T05:00:00.000
CVE-1999-0833,1999-11-10T05:00:00.000
CVE-1999-0835,1999-11-10T05:00:00.000
CVE-1999-0837,1999-11-10T05:00:00.000
CVE-1999-0848,1999-11-10T05:00:00.000
CVE-1999-0849,1999-11-10T05:00:00.000
CVE-1999-0851,1999-11-10T05:00:00.000
CVE-1999-1511,1999-11-10T05:00:00.000
CVE-1999-1539,1999-11-10T05:00:00.000
CVE-2000-0329,1999-11-11T05:00:00.000
CVE-1999-1050,1999-11-12T05:00:00.000
CVE-2000-0330,1999-11-12T05:00:00.000
CVE-2000-0165,1999-11-13T05:00:00.000
CVE-1999-1110,1999-11-14T05:00:00.000
CVE-1999-1528,1999-11-14T05:00:00.000
CVE-1999-1190,1999-11-15T05:00:00.000
CVE-1999-1051,1999-11-16T05:00:00.000
CVE-1999-1457,1999-11-16T05:00:00.000
CVE-1999-1508,1999-11-16T05:00:00.000
CVE-1999-1549,1999-11-16T05:00:00.000
CVE-1999-0793,1999-11-17T05:00:00.000
CVE-1999-1092,1999-11-17T05:00:00.000
CVE-1999-1519,1999-11-17T05:00:00.000
CVE-2000-0073,1999-11-17T05:00:00.000
CVE-1999-0987,1999-11-18T05:00:00.000
CVE-2000-0352,1999-11-18T05:00:00.000
CVE-1999-0831,1999-11-19T05:00:00.000
CVE-1999-0999,1999-11-19T05:00:00.000
CVE-1999-1475,1999-11-19T05:00:00.000
CVE-1999-0818,1999-11-20T05:00:00.000
CVE-1999-1058,1999-11-22T05:00:00.000
CVE-1999-1527,1999-11-23T05:00:00.000
CVE-2000-0531,1999-11-23T05:00:00.000
CVE-1999-0844,1999-11-24T05:00:00.000
CVE-1999-1163,1999-11-24T05:00:00.000
CVE-1999-1189,1999-11-24T05:00:00.000
CVE-1999-1548,1999-11-24T05:00:00.000
CVE-1999-0317,1999-11-25T05:00:00.000
CVE-1999-0845,1999-11-25T05:00:00.000
CVE-1999-1547,1999-11-25T05:00:00.000
CVE-1999-0387,1999-11-29T05:00:00.000
CVE-1999-0839,1999-11-29T05:00:00.000
CVE-1999-0842,1999-11-29T05:00:00.000
CVE-1999-0847,1999-11-29T05:00:00.000
CVE-1999-0822,1999-11-30T05:00:00.000
CVE-1999-0824,1999-11-30T05:00:00.000
CVE-1999-0840,1999-11-30T05:00:00.000
CVE-1999-0841,1999-11-30T05:00:00.000
CVE-1999-0819,1999-12-01T05:00:00.000
CVE-1999-0820,1999-12-01T05:00:00.000
CVE-1999-0823,1999-12-01T05:00:00.000
CVE-1999-0826,1999-12-01T05:00:00.000
CVE-1999-0834,1999-12-01T05:00:00.000
CVE-1999-0838,1999-12-01T05:00:00.000
CVE-1999-0846,1999-12-01T05:00:00.000
CVE-1999-0853,1999-12-01T05:00:00.000
CVE-1999-0855,1999-12-01T05:00:00.000
CVE-1999-0856,1999-12-01T05:00:00.000
CVE-1999-0857,1999-12-01T05:00:00.000
CVE-1999-0859,1999-12-01T05:00:00.000
CVE-1999-0860,1999-12-01T05:00:00.000
CVE-1999-0963,1999-12-01T05:00:00.000
CVE-2000-0004,1999-12-01T05:00:00.000
CVE-2000-0021,1999-12-01T05:00:00.000
CVE-1999-0828,1999-12-02T05:00:00.000
CVE-1999-0850,1999-12-02T05:00:00.000
CVE-1999-0852,1999-12-02T05:00:00.000
CVE-1999-0858,1999-12-02T05:00:00.000
CVE-1999-0862,1999-12-02T05:00:00.000
CVE-2000-0366,1999-12-02T05:00:00.000
CVE-1999-0825,1999-12-03T05:00:00.000
CVE-1999-0864,1999-12-03T05:00:00.000
CVE-1999-0865,1999-12-03T05:00:00.000
CVE-1999-0866,1999-12-03T05:00:00.000
CVE-2000-0139,1999-12-03T05:00:00.000
CVE-2000-0357,1999-12-03T05:00:00.000
CVE-2000-0358,1999-12-03T05:00:00.000
CVE-1999-0988,1999-12-04T05:00:00.000
CVE-1999-0982,1999-12-05T05:00:00.000
CVE-1999-0990,1999-12-05T05:00:00.000
CVE-1999-0989,1999-12-06T05:00:00.000
CVE-1999-0991,1999-12-06T05:00:00.000
CVE-1999-0973,1999-12-07T05:00:00.000
CVE-1999-0976,1999-12-07T05:00:00.000
CVE-1999-0981,1999-12-08T05:00:00.000
CVE-1999-0986,1999-12-08T05:00:00.000
CVE-1999-0972,1999-12-09T05:00:00.000
CVE-1999-0974,1999-12-09T05:00:00.000
CVE-1999-0978,1999-12-09T05:00:00.000
CVE-1999-0975,1999-12-10T05:00:00.000
CVE-1999-0977,1999-12-10T05:00:00.000
CVE-1999-0289,1999-12-12T05:00:00.000
CVE-1999-1009,1999-12-12T05:00:00.000
CVE-1999-0993,1999-12-13T05:00:00.000
CVE-1999-1003,1999-12-13T05:00:00.000
CVE-1999-1007,1999-12-13T05:00:00.000
CVE-1999-1010,1999-12-14T05:00:00.000
CVE-2000-0068,1999-12-14T05:00:00.000
CVE-2000-0361,1999-12-14T05:00:00.000
CVE-1999-0934,1999-12-15T05:00:00.000
CVE-1999-0935,1999-12-15T05:00:00.000
CVE-1999-0996,1999-12-15T05:00:00.000
CVE-1999-0994,1999-12-16T05:00:00.000
CVE-1999-0995,1999-12-16T05:00:00.000
CVE-1999-0998,1999-12-16T05:00:00.000
CVE-1999-1000,1999-12-16T05:00:00.000
CVE-1999-1001,1999-12-16T05:00:00.000
CVE-1999-1004,1999-12-16T05:00:00.000
CVE-1999-1005,1999-12-19T05:00:00.000
CVE-1999-1006,1999-12-19T05:00:00.000
CVE-1999-0997,1999-12-20T05:00:00.000
CVE-2000-0020,1999-12-20T05:00:00.000
CVE-1999-1497,1999-12-21T05:00:00.000
CVE-2000-0017,1999-12-21T05:00:00.000
CVE-2000-0022,1999-12-21T05:00:00.000
CVE-2000-0023,1999-12-21T05:00:00.000
CVE-2000-0024,1999-12-21T05:00:00.000
CVE-2000-0025,1999-12-21T05:00:00.000
CVE-2000-0026,1999-12-21T05:00:00.000
CVE-1999-1066,1999-12-22T05:00:00.000
CVE-1999-1109,1999-12-22T05:00:00.000
CVE-2000-0002,1999-12-22T05:00:00.000
CVE-2000-0018,1999-12-22T05:00:00.000
CVE-2000-0030,1999-12-22T05:00:00.000
CVE-2000-0032,1999-12-22T05:00:00.000
CVE-2000-0034,1999-12-22T05:00:00.000
CVE-2000-0036,1999-12-22T05:00:00.000
CVE-2000-0119,1999-12-22T05:00:00.000
CVE-2000-0001,1999-12-23T05:00:00.000
CVE-2000-0028,1999-12-23T05:00:00.000
CVE-2000-0038,1999-12-23T05:00:00.000
CVE-2000-0040,1999-12-23T05:00:00.000
CVE-1999-0892,1999-12-24T05:00:00.000
CVE-1999-0455,1999-12-25T05:00:00.000
CVE-1999-0477,1999-12-25T05:00:00.000
CVE-2000-0006,1999-12-25T05:00:00.000
CVE-2000-0008,1999-12-26T05:00:00.000
CVE-2000-0010,1999-12-26T05:00:00.000
CVE-2000-0012,1999-12-27T05:00:00.000
CVE-2000-0027,1999-12-27T05:00:00.000
CVE-2000-0029,1999-12-27T05:00:00.000
CVE-2000-0033,1999-12-27T05:00:00.000
CVE-2000-0060,1999-12-27T05:00:00.000
CVE-1999-1573,1999-12-28T05:00:00.000
CVE-2000-0014,1999-12-28T05:00:00.000
CVE-2000-0035,1999-12-28T05:00:00.000
CVE-2000-0037,1999-12-28T05:00:00.000
CVE-2000-0041,1999-12-28T05:00:00.000
CVE-2000-0007,1999-12-29T05:00:00.000
CVE-2000-0009,1999-12-29T05:00:00.000
CVE-2000-0039,1999-12-29T05:00:00.000
CVE-2000-0042,1999-12-29T05:00:00.000
CVE-2000-0100,1999-12-29T05:00:00.000
CVE-1999-0001,1999-12-30T05:00:00.000
CVE-2000-0003,1999-12-30T05:00:00.000
CVE-2000-0043,1999-12-30T05:00:00.000
CVE-2000-0076,1999-12-30T05:00:00.000
CVE-1999-0154,1999-12-31T05:00:00.000
CVE-1999-0808,1999-12-31T05:00:00.000
CVE-1999-0815,1999-12-31T05:00:00.000
CVE-1999-1035,1999-12-31T05:00:00.000
CVE-1999-1042,1999-12-31T05:00:00.000
CVE-1999-1043,1999-12-31T05:00:00.000
CVE-1999-1055,1999-12-31T05:00:00.000
CVE-1999-1074,1999-12-31T05:00:00.000
CVE-1999-1084,1999-12-31T05:00:00.000
CVE-1999-1087,1999-12-31T05:00:00.000
CVE-1999-1093,1999-12-31T05:00:00.000
CVE-1999-1094,1999-12-31T05:00:00.000
CVE-1999-1100,1999-12-31T05:00:00.000
CVE-1999-1102,1999-12-31T05:00:00.000
CVE-1999-1104,1999-12-31T05:00:00.000
CVE-1999-1105,1999-12-31T05:00:00.000
CVE-1999-1117,1999-12-31T05:00:00.000
CVE-1999-1124,1999-12-31T05:00:00.000
CVE-1999-1126,1999-12-31T05:00:00.000
CVE-1999-1127,1999-12-31T05:00:00.000
CVE-1999-1132,1999-12-31T05:00:00.000
CVE-1999-1148,1999-12-31T05:00:00.000
CVE-1999-1157,1999-12-31T05:00:00.000
CVE-1999-1167,1999-12-31T05:00:00.000
CVE-1999-1175,1999-12-31T05:00:00.000
CVE-1999-1177,1999-12-31T05:00:00.000
CVE-1999-1206,1999-12-31T05:00:00.000
CVE-1999-1222,1999-12-31T05:00:00.000
CVE-1999-1223,1999-12-31T05:00:00.000
CVE-1999-1233,1999-12-31T05:00:00.000
CVE-1999-1246,1999-12-31T05:00:00.000
CVE-1999-1259,1999-12-31T05:00:00.000
CVE-1999-1279,1999-12-31T05:00:00.000
CVE-1999-1287,1999-12-31T05:00:00.000
CVE-1999-1290,1999-12-31T05:00:00.000
CVE-1999-1293,1999-12-31T05:00:00.000
CVE-1999-1294,1999-12-31T05:00:00.000
CVE-1999-1300,1999-12-31T05:00:00.000
CVE-1999-1307,1999-12-31T05:00:00.000
CVE-1999-1315,1999-12-31T05:00:00.000
CVE-1999-1316,1999-12-31T05:00:00.000
CVE-1999-1317,1999-12-31T05:00:00.000
CVE-1999-1320,1999-12-31T05:00:00.000
CVE-1999-1324,1999-12-31T05:00:00.000
CVE-1999-1325,1999-12-31T05:00:00.000
CVE-1999-1327,1999-12-31T05:00:00.000
CVE-1999-1328,1999-12-31T05:00:00.000
CVE-1999-1329,1999-12-31T05:00:00.000
CVE-1999-1330,1999-12-31T05:00:00.000
CVE-1999-1331,1999-12-31T05:00:00.000
CVE-1999-1332,1999-12-31T05:00:00.000
CVE-1999-1333,1999-12-31T05:00:00.000
CVE-1999-1334,1999-12-31T05:00:00.000
CVE-1999-1335,1999-12-31T05:00:00.000
CVE-1999-1339,1999-12-31T05:00:00.000
CVE-1999-1355,1999-12-31T05:00:00.000
CVE-1999-1358,1999-12-31T05:00:00.000
CVE-1999-1359,1999-12-31T05:00:00.000
CVE-1999-1360,1999-12-31T05:00:00.000
CVE-1999-1362,1999-12-31T05:00:00.000
CVE-1999-1363,1999-12-31T05:00:00.000
CVE-1999-1364,1999-12-31T05:00:00.000
CVE-1999-1379,1999-12-31T05:00:00.000
CVE-1999-1382,1999-12-31T05:00:00.000
CVE-1999-1386,1999-12-31T05:00:00.000
CVE-1999-1444,1999-12-31T05:00:00.000
CVE-1999-1451,1999-12-31T05:00:00.000
CVE-1999-1452,1999-12-31T05:00:00.000
CVE-1999-1455,1999-12-31T05:00:00.000
CVE-1999-1456,1999-12-31T05:00:00.000
CVE-1999-1462,1999-12-31T05:00:00.000
CVE-1999-1464,1999-12-31T05:00:00.000
CVE-1999-1465,1999-12-31T05:00:00.000
CVE-1999-1472,1999-12-31T05:00:00.000
CVE-1999-1473,1999-12-31T05:00:00.000
CVE-1999-1474,1999-12-31T05:00:00.000
CVE-1999-1476,1999-12-31T05:00:00.000
CVE-1999-1481,1999-12-31T05:00:00.000
CVE-1999-1488,1999-12-31T05:00:00.000
CVE-1999-1512,1999-12-31T05:00:00.000
CVE-1999-1584,1999-12-31T05:00:00.000
CVE-1999-1585,1999-12-31T05:00:00.000
CVE-1999-1586,1999-12-31T05:00:00.000
CVE-1999-1587,1999-12-31T05:00:00.000
CVE-1999-1588,1999-12-31T05:00:00.000
CVE-1999-1589,1999-12-31T05:00:00.000
CVE-1999-1590,1999-12-31T05:00:00.000
CVE-1999-1591,1999-12-31T05:00:00.000
CVE-1999-1592,1999-12-31T05:00:00.000
CVE-2000-0011,1999-12-31T05:00:00.000
CVE-2000-0013,1999-12-31T05:00:00.000
CVE-2000-0015,1999-12-31T05:00:00.000
CVE-1999-0964,2000-01-01T05:00:00.000
CVE-2000-0069,2000-01-01T05:00:00.000
CVE-2000-0120,2000-01-01T05:00:00.000
CVE-2000-0077,2000-01-02T05:00:00.000
CVE-2000-0078,2000-01-02T05:00:00.000
CVE-2000-0082,2000-01-02T05:00:00.000
CVE-1999-0735,2000-01-04T05:00:00.000
CVE-1999-0744,2000-01-04T05:00:00.000
CVE-1999-0876,2000-01-04T05:00:00.000
CVE-1999-0894,2000-01-04T05:00:00.000
CVE-2000-0049,2000-01-04T05:00:00.000
CVE-2000-0050,2000-01-04T05:00:00.000
CVE-2000-0051,2000-01-04T05:00:00.000
CVE-2000-0052,2000-01-04T05:00:00.000
CVE-2000-0053,2000-01-04T05:00:00.000
CVE-2000-0057,2000-01-04T05:00:00.000
CVE-2000-0059,2000-01-04T05:00:00.000
CVE-2000-0062,2000-01-04T05:00:00.000
CVE-2000-0085,2000-01-04T05:00:00.000
CVE-2000-0056,2000-01-05T05:00:00.000
CVE-2000-0058,2000-01-05T05:00:00.000
CVE-2000-0044,2000-01-06T05:00:00.000
CVE-2000-0055,2000-01-06T05:00:00.000
CVE-2000-0084,2000-01-06T05:00:00.000
CVE-2000-0061,2000-01-07T05:00:00.000
CVE-2000-1220,2000-01-08T05:00:00.000
CVE-2000-1221,2000-01-08T05:00:00.000
CVE-2000-0046,2000-01-10T05:00:00.000
CVE-2000-0080,2000-01-10T05:00:00.000
CVE-2000-0081,2000-01-10T05:00:00.000
CVE-2000-0045,2000-01-11T05:00:00.000
CVE-2000-0067,2000-01-11T05:00:00.000
CVE-2000-0071,2000-01-11T05:00:00.000
CVE-2000-0074,2000-01-11T05:00:00.000
CVE-1999-1002,2000-01-12T05:00:00.000
CVE-2000-0048,2000-01-12T05:00:00.000
CVE-2000-0070,2000-01-12T05:00:00.000
CVE-2000-0087,2000-01-12T05:00:00.000
CVE-2000-0066,2000-01-13T05:00:00.000
CVE-2000-0075,2000-01-13T05:00:00.000
CVE-2000-0063,2000-01-17T05:00:00.000
CVE-2000-0064,2000-01-17T05:00:00.000
CVE-2000-0065,2000-01-17T05:00:00.000
CVE-2000-0072,2000-01-17T05:00:00.000
CVE-2000-0090,2000-01-17T05:00:00.000
CVE-1999-0992,2000-01-18T05:00:00.000
CVE-2000-0079,2000-01-18T05:00:00.000
CVE-2000-0086,2000-01-18T05:00:00.000
CVE-2000-0099,2000-01-18T05:00:00.000
CVE-2000-0092,2000-01-19T05:00:00.000
CVE-1999-0595,2000-01-20T05:00:00.000
CVE-2000-0088,2000-01-20T05:00:00.000
CVE-2000-0091,2000-01-21T05:00:00.000
CVE-2000-0093,2000-01-21T05:00:00.000
CVE-2000-0115,2000-01-21T05:00:00.000
CVE-2000-0095,2000-01-24T05:00:00.000
CVE-2000-0096,2000-01-26T05:00:00.000
CVE-2000-0097,2000-01-26T05:00:00.000
CVE-2000-0098,2000-01-26T05:00:00.000
CVE-2000-0126,2000-01-26T05:00:00.000
CVE-2000-0113,2000-01-27T05:00:00.000
CVE-2000-0130,2000-01-27T05:00:00.000
CVE-2000-1216,2000-01-27T05:00:00.000
CVE-2000-0111,2000-01-29T05:00:00.000
CVE-2000-0116,2000-01-29T05:00:00.000
CVE-2000-0117,2000-01-30T05:00:00.000
CVE-2000-0109,2000-01-31T05:00:00.000
CVE-2000-0132,2000-01-31T05:00:00.000
CVE-2000-0101,2000-02-01T05:00:00.000
